Count,Instrument 1,Instrument 2,Section,
a,,,,
260,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
261,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,131
a,,,,
262,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
263,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,132
a,,,,
264,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
265,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Bass Drum,Tom-tom,,133
a,,,,
266,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
267,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Bass Drum,Hi-Hat (Open),,134
a,,,,
268,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
269,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Bass Drum,Hi-Hat (Open),,135
a,,,,
270,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
271,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Bass Drum,Hi-Hat (Open),,136
a,,,,
272,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
273,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Bass Drum,Tom-tom,,137
a,,,,
274,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
275,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,138
a,,,,
276,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
277,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,139
a,,,,
278,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
279,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,140
a,,,,
280,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
281,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,141
a,,,,
282,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,
a,,,,
283,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,142
a,,,,
284,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,
a,,,,
285,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,143
a,,,,
286,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,
a,,,,
287,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,144
a,,,,
288,Bass Drum,,,
e,,,,
&,Snare Drum,Snare Drum,,
a,,,,
289,,,,
e,,,,
&,Bass Drum,Tom-tom,,145
a,,,,
290,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
291,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,146
a,,,,
292,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
293,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,147
a,,,,
294,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
295,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Hi-Hat (Open),,,148
a,,,,
296,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
297,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,149
a,,,,
298,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,
a,,,,
299,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,150
a,,,,
300,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,
a,,,,
301,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,151
a,,,,
302,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,
a,,,,
303,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,152
a,,,,
304,Tom-tom,Snare Drum,,
e,,,,
&,Snare Drum,Snare Drum,,
a,,,,
305,,,,
e,,,,
&,Bass Drum,Tom-tom,,153
a,,,,
306,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
307,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,154
a,,,,
308,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
309,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,155
a,,,,
310,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
311,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Hi-Hat (Open),,,156
a,,,,
312,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
313,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,157
a,,,,
314,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
315,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Hi-Hat (Open),,,158
a,,,,
316,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
317,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,159
a,,,,
318,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
319,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Bass Drum,Tom-tom,,160
a,,,,
320,,,,
e,,,,
&,Bass Drum,Tom-tom,,
a,,,,
321,,,,
e,,,,
&,Bass Drum,Ghost Note,,161
a,,,,
322,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
323,Bass Drum,Ghost Note,,
e,,,,
&,Ghost Note,,,162
a,,,,
324,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
325,Ghost Note,,,
e,,,,
&,Bass Drum,Ghost Note,,163
a,,,,
326,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
327,Bass Drum,Ghost Note,,
e,,,,
&,Ghost Note,,,164
a,,,,
328,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
329,Ghost Note,,,
e,,,,
&,Bass Drum,Ghost Note,,165
a,,,,
330,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
331,Bass Drum,Ghost Note,,
e,,,,
&,Ghost Note,,,166
a,,,,
332,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
333,Ghost Note,,,
e,,,,
&,Ghost Note,,,167
a,,,,
334,Bass Drum,Ghost Note,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
335,Bass Drum,Ghost Note,,
e,,,,
&,Bass Drum,Ghost Note,,168
a,,,,
336,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
337,Ghost Note,,,
e,,,,
&,Bass Drum,Ghost Note,,169
a,,,,
338,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
339,Bass Drum,Ghost Note,,
e,,,,
&,Ghost Note,,,170
a,,,,
340,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
341,Ghost Note,,,
e,,,,
&,Bass Drum,Ghost Note,,171
a,,,,
342,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
343,Bass Drum,Ghost Note,,
e,,,,
&,Ghost Note,,,172
a,,,,
344,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
345,Ghost Note,,,
e,,,,
&,Bass Drum,Ghost Note,,173
a,,,,
346,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
347,Bass Drum,Ghost Note,,
e,,,,
&,Ghost Note,,,174
a,,,,
348,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
349,Ghost Note,,,
e,,,,
&,Ghost Note,,,175
a,,,,
350,Bass Drum,Ghost Note,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
351,Bass Drum,Ghost Note,,
e,,,,
&,Bass Drum,Ghost Note,,176
a,,,,
352,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
353,Snare Drum,Ghost Note,,
e,,,,
&,Bass Drum,Tom-tom,,177
a,,,,
354,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
355,Ghost Note,,,
e,,,,
&,Ghost Note,,,178
a,,,,
356,Bass Drum,Ghost Note,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
357,Ghost Note,,,
e,,,,
&,Bass Drum,Ghost Note,,179
a,,,,
358,Ghost Note,,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
359,Bass Drum,Ghost Note,,
e,,,,
&,Ghost Note,,,180
a,,,,
360,Bass Drum,Ghost Note,,
e,,,,
&,Snare Drum,Ghost Note,,
a,,,,
361,Bass Drum,Ghost Note,,
e,,,,
&,Snare Drum,Tom-tom,,181
a,,,,
362,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,
a,,,,
363,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,182
a,,,,
364,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,
a,,,,
365,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,183
a,,,,
366,Tom-tom,Snare Drum,,
e,,,,
&,Tom-tom,Snare Drum,,
a,,,,
367,Tom-tom,Snare Drum,,
e,,,,
&,Snare Drum,Snare Drum,,184
a,,,,
368,Bass Drum,,,
e,,,,
&,Snare Drum,Snare Drum,,
a,,,,
369,,,,
e,,,,
&,Bass Drum,Tom-tom,,185
a,,,,
370,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
371,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,186
a,,,,
372,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
373,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,187
a,,,,
374,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
375,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,188
a,,,,
376,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
377,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,189
a,,,,
378,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
379,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,190
a,,,,
380,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
381,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,191
a,,,,
382,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
383,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,192
a,,,,
384,,,,
e,,,,
&,Bass Drum,Tom-tom,,
a,,,,
385,,,,
e,,,,
&,Bass Drum,Tom-tom,,193
a,,,,
386,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
387,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,194
a,,,,
388,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
389,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,195
a,,,,
390,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
391,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,196
a,,,,
392,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
393,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,197
a,,,,
394,Hi-Hat (Open),,,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
395,Bass Drum,Tom-tom,,
e,,,,
&,Hi-Hat (Open),,,198
a,,,,
396,Bass Drum,Hi-Hat (Open),,
e,,,,
&,Snare Drum,Hi-Hat (Open),,
a,,,,
397,Hi-Hat (Open),,,
e,,,,
&,Bass Drum,Tom-tom,,199
a,,,,
398,Bass Drum,Tom-tom,,
e,,,,
&,,,,
a,Bass Drum,Tom-tom,,
399,,,,
e,,,,
&,Bass Drum,Tom-tom,,200
a,,,,
400,Bass Drum,Tom-tom,,
e,,,,
&,,,,
a,Bass Drum,Tom-tom,,
401,,,,
e,,,,
&,Bass Drum,Tom-tom,,201
a,,,,
402,Hi-Hat (Open),,,
,,,,
,Snare Drum,Hi-Hat (Open),,
,,,,
,Bass Drum,Tom-tom,,
,,,,
,Hi-Hat (Open),,,202
,,,,
,Bass Drum,Hi-Hat (Open),,
,,,,
,Snare Drum,Hi-Hat (Open),,
,,,,
,Hi-Hat (Open),,,
,,,,
,Bass Drum,Tom-tom,,
,,,,
,Hi-Hat (Open),,,
,,,,
,Snare Drum,Hi-Hat (Open),,
,,,,
,Bass Drum,Tom-tom,,
,,,,
,Hi-Hat (Open),,,
,,,,
,Bass Drum,Hi-Hat (Open),,
,,,,
,Snare Drum,Hi-Hat (Open),,
,,,,
,Hi-Hat (Open),,,
,,,,
,Bass Drum,Tom-tom,,
,,,,
,,,,
,,,,
,Hi-Hat (Open),,,
,,,,
,,,,
,,,,
,Hi-Hat (Open),,,
,,,,
,,,,
,,,,
,Hi-Hat (Open),,,
,,,,
,,,,
,,,,
,Bass Drum,Tom-tom,,
,,,,
,,,,
,,,,
,Hi-Hat (Open),,,
,,,,
,,,,
,,,,
,Bass Drum,Tom-tom,,
,,,,
,,,,
,,,,
,Hi-Hat (Open),,,
,,,,
,,,,
,,,,
,Bass Drum,Tom-tom,,
